,Feature name,Source,Unique count,Min,Max,Notes
13,avg_dollar_price_in_previous_period,kaggle_flat_table,24902,9.0,999.0,"{'smaple_values': [67.6291, 140.7792, 47.9064, 63.3021, 48.0092], 'sum_of_na': 79553, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
14,host_id,kaggle_flat_table,19180,2217,224508134,"{'smaple_values': [22692037, 53853826, 44336966, 221538043, 1373399], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
15,host_name,kaggle_flat_table,5984,,,"{'smaple_values': ['Mila', 'Sascha & Julia', 'Cassiano', 'Emsa', '��z'], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
16,neighbourhood_group,kaggle_flat_table,12,,,"{'smaple_values': ['Charlottenburg-Wilm.', 'Pankow', 'Marzahn - Hellersdorf', 'Reinickendorf', 'Mitte'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
17,neighbourhood,kaggle_flat_table,136,,,"{'smaple_values': ['MV 2', 'Britz', 'Rahnsdorf/Hessenwinkel', 'Johannisthal', 'Heerstrasse'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
18,latitude,kaggle_flat_table,22552,52.3458030847542,52.6516703687673,"{'smaple_values': [52.4871699196923, 52.4800101016022, 52.4859067497054, 52.4872020160343, 52.4705760023331], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
19,longitude,kaggle_flat_table,22552,13.1035567479716,13.7576419930298,"{'smaple_values': [13.3366756289562, 13.3885465649639, 13.4255538163445, 13.4284637994074, 13.4516906088693], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
20,room_type,kaggle_flat_table,3,,,"{'smaple_values': ['Private room', 'Entire home/apt', 'Shared room'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
21,price,kaggle_flat_table,295,0.0,9000.0,"{'smaple_values': [118.0, 80.0, 444.0, 87.0, 10.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
22,minimum_nights,kaggle_flat_table,102,1.0,5000.0,"{'smaple_values': [19.0, 152.0, 18.0, 75.0, 33.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
23,number_of_reviews,kaggle_flat_table,306,0.0,498.0,"{'smaple_values': [110.0, 93.0, 33.0, 296.0, 287.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
24,last_review,kaggle_flat_table,1313,,,"{'smaple_values': ['2017-06-03', '2015-12-09', '2018-05-04', '2016-12-12', '2016-04-04'], 'sum_of_na': 27356, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
25,DaysPassed_last_review,kaggle_flat_table,1313,1039.0,4013.0,"{'smaple_values': [2049.0, 1706.0, 2019.0, 2127.0, 2562.0], 'sum_of_na': 27356, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
26,reviews_per_month,kaggle_flat_table,769,0.01,36.67,"{'smaple_values': [3.11, 4.57, 3.92, 7.5, 0.68], 'sum_of_na': 27398, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
27,calculated_host_listings_count,kaggle_flat_table,23,1.0,45.0,"{'smaple_values': [7.0, 30.0, 15.0, 1.0, 12.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
28,availability_365,kaggle_flat_table,366,0.0,365.0,"{'smaple_values': [176.0, 62.0, 14.0, 225.0, 285.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
29,listing_url,kaggle_flat_table,22552,,,"{'smaple_values': ['https://www.airbnb.com/rooms/16167444', 'https://www.airbnb.com/rooms/7414630', 'https://www.airbnb.com/rooms/22727510', 'https://www.airbnb.com/rooms/10204223', 'https://www.airbnb.com/rooms/3773998'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
30,scrape_id,kaggle_flat_table,1,20181107122246.0,20181107122246.0,"{'smaple_values': [20181107122246.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
31,last_scraped,kaggle_flat_table,2,,,"{'smaple_values': ['2018-11-09', '2018-11-07'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
32,summary,kaggle_flat_table,21034,,,"{'smaple_values': ['Enjoy your own quiet bedroom. It is 11 square meters and provided for a single guest. I am living in the flat and share it with you. Please feel free to make tea or coffee in the kittchen, to store your snacks in the fridge, to have a rest. Check-in: 11 a.m. - 8 p.m. Check-out: 7 a.m. - 10 a.m. The place is not far from the airport Berlin Schoenefeld. My 3-room-flat is on the first floor (AE: second floor) of a 6 parties house in Berlin-Neuk��lln (Buckow).', ""Travelling to Berlin for work, academic purposes or just to learn a bit of German?  You'll have your own apartment with bedroom and bathroom with a view of the Skyline of Berlin  - and a wide selection of trendy Berlin restaurants and bars are literally at your doorstep."", 'Spacious but still cozy open space apartment/loft (130m��) with huge roof top terrace (50m��) in the heart of the hip area of Prenzlauer Berg in Berlin. Large open kitchen dining living room area, 2 bedrooms (1 bed, 1 air-mattress). Barbecue available.', 'Die Unterkunft ist in der N��he vom R��desheimer Platz.', 'Nice apartment located in the heart of Berlin. Very close to almost everything, as there are 2 Subway stations in walking distance connecting 3 subwaylines U2, U1 and U6. Close to Checkpoint Charlie, Jewish Museum, Potsdamer Platz. 5 min walk to Gleisdreieckpark.  You get one Bedroom with one compartment of the wardrobe for hanging clothes etc. and the living room to relax. I have Internet, kitchen with washing machine, bathroom with shower.  so everything you need to enjoy your stay in Berlin.'], 'sum_of_na': 6790, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
33,space,kaggle_flat_table,13566,,,"{'smaple_values': [""Nice room with large windows, double bed, sofa bed, large flat screen TV, storage space, free wifi The facilities consist of a former bank branch. Here just created our own little hotel / pension. This is one of the first rooms, which can be obtained. The Grade II listed building in the gingerbread style is one of the magnificent buildings of the former Stalin Allee and is an important part of Berlin's history. It is situated in the popular area. Bakery, convenience store and many small, charming shops are right outside the door. The Simon-Dach-Stra��e. is only 2min. walk away. This is the place 2 be! Here you have the opportunity to stay low and in a great location. An private bathroom with a shower is available to you. So you don��t have to share any space. Towels and linen are included."", 'The centrally located apartment is located near the parks of the Gro��er Tiergarten and the Spree and Zoologischer Garten.   There are two roommates: warm, friendly and polite young men with whom even a coffee or tea can be drunk together.   In the apartment is placed on cleanliness and order.   In the kitchen you can choose from a selection of tea and there is coffee.   Many spices are provided for self-cooking. In the kitchen there is room for 4 people at the table. Many kitchens are available (water cooker, oven, fridge) and a washing machine.   There is also balcony with table for 4 persons.   Extra matresses for guests are possible to take.  During the stay I am always available.   The next station is Tiergarten as well as metro station Hansaplatz.', ""Ich vermiete meine gem��tliche 2-Zimmer Wohnung im Wedding. Sie ist perfekt f��r 2 Leute, kann aber auch von mehreren genutzt werden, da ein Schlafsofa und eine Klappmatte vorhanden ist. Du hast deinen eigenen Garten, den du ��ber den Hausflur erreichen kannst. Man kann allerdings auch einfach aus dem Fenster steigen ;) Meine Kr��uter und Fr��chte darfst du gerne ernten. Da die Wohnung im Hinterhaus liegt, ist es auch sehr ruhig. Mit der U6 erreichst du in 7 min die Friedrichstra��e und die Ringbahn (S41/S42) bringt dich schnell in beliebte Bezirke, wie z.B. Prenzlauer Berg, Friedrichshain, Kreuzberg und Neuk��lln. Auch den U-Bahnhof Leopoltplatz (U9) erreichst du in 8 Gehminunten.  Im Sprengelkiez, gleich um die Ecke, befinden sich einige Bars und Restaurants, die auch unter der Woche gut besucht sind.  Ich hoffe, dass sich jemand finden wird, der sich in meinem Zuhause wohlf��hlt und meine Pflanzen nicht verdursten l��sst ;)  I'm providing my cozy flat located in Wedding. The apartment has hi"", 'Former fabric building turned hipster loft in one of the hotspots of Berlin Mitte - Kollwitzkiez.  High ceilings, visible brick, real wood flooring, modern and high end interior, completely equipped flat with huge balcony and lift.  Since flat is located in the backyard of the building, very quite atmosphere while bars and restaurants are just a walk away.  Jointly used roof terrasse that is overlooking the city and gym / sauna area.  Kitchen: modern, fully equipped with dishwasher, oven, fridge  Bathroom: Washing machine, bath tub, modern rainforest shower, radio Living room: huge living / dining room with wood table and 4 chairs as well as a bench, sofa, Alexa, tv can be used for Netflix if you have an account and a cable to your phone - is not connected to local tv stations  Bedroom: Queen size bed, storage & wardrobes', 'Sie sind Gast in der aufregenden Stadt Berlin und sehnen sich nach einem zweiten Zuhause?  ""30 bei Nass"" ist Ihre Adresse, wenn Sie einen vor��bergehenden Unterschlupf ben��tigen, oder G��ste haben, die Sie an einem heimisch gem��tlichen Ort unterbringen m��chten. 1,5 Zimmer, K��che, Duschbad, Bettw��sche, Handt��cher, Waschmachine Benutzung. Unsere Wohnung ist Rauchfrei.'], 'sum_of_na': 59948, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
34,description,kaggle_flat_table,21996,,,"{'smaple_values': ['M��blierte Wohnung mitten in Kreuzberg. 2 Min zu U-Bahn und Bus. Klein aber sehr gem��tlich.  Ruhiges, entspanntes Wohnen mitten in Kreuzberg.', 'Das Hostel befindet sich zwei Minuten zu Fuss vom Bahnhof Gesundbrunnen. Die Unterkunft ist Modern ausgestattet und liebevoll saniert. Unsere Lage im Herzen Berlins ist ideal f��r Sightseeingtouren und Ausfl��ge.  Ideal f��r Paare, alleinreisende Abenteurer, Gesch��ftsreisende, Familien (mit Kindern) und gro��e Gruppen.', 'The G21 team offer a very ""Gay"" friendly home away from home. Our bedrooms are large, with original features & WiFi. There are two shared bathrooms with showers, a lounge/checkin area and a large fully equipped kitchen where continental breakfast is available Our Orange room , a double bedroom, 28sqm with original features, Wifi and tv in the room. We have permission from Berlin city , to offer bed and breakfast. You have your own private bedroom, share 2 bathrooms with a shower . there is a lounge area and kitchen where continental breakfast is served each morning we will be on hand to answer any questions and make reccomendations of places to visit Schoneberg is a vibrant area, with many bars, cafes, restaurants and neighbourhood clubs. We are within easy access to the tourist sights and shops ,such as KarDeWe. close by are 4 ubahn stations and a bus stops outside our house This is a gay orientated hotel,although everyone is welcome. When making a reservation enquiry , Please let me ', 'Pretty maisonette in Charlottenburg between two U-Bahn-Stations, Richard-Wagner-Platz (U7) und Ernst-Reuter-Platz (U2). You can reach each of them by foot in about 12 minutes. The living-area is downstairs with the kitchen and the living-room, the bedroom and the big bathroom is upstairs. It also has a small terrace, where you can sit and enjoy the weather. During your stay, you should take care of my cats, which means feeding, cleaning their toilet and letting them in and out of the apartment.', ""Meine Unterkunft ist gut f��r alleinreisende Abenteurer aber auch f��r Berlinbesucherpaare, die die Abende im Gr��nen verbringen wollen. Es gibt Wald, Wasser und jede Menge Gegend. Das Bad und die K��che werden von 2 weiteren Mitbewohnern genutzt. My lodging is good for unaccompanied adventurers, and for Berlin visitor's pairs which want to spend the evenings in the Green. There is wood, water and a lot of area. The bath and the kitchen are used by 2 other occupants.""], 'sum_of_na': 1435, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
35,experiences_offered,kaggle_flat_table,1,,,"{'smaple_values': ['none'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
36,notes,kaggle_flat_table,6658,,,"{'smaple_values': ['I would share my wifi key - to let you also use my Apple TV etc. But only after you confirmed you know how to browse and behave in the range of German law. No illegal downloads please! The TV is only connected to the Apple TV, no cable TV access available.  Please do not turn up the sound system after 10 PM.', '* (Das runterladen von unerlaubte Material ist nicht gestattet, sollte w��hrend Ihre Aufenthalt Kosten entstehen, sind Sie f��r diese Kosten verantwortlich. Mit Ihre Buchung erkl��ren Sie, dass Sie diese Bedingung Akzeptieren)', ""You'll have - Superfast WiFi - Central heating in all rooms - Fresh clean towels - Extra bedding and sheets - Hair dryer"", '!! ATTENTION !!   Between 04. January and 31. March 2019, the MINIMUM booking period is ""  1 MONTH  "". PLEASE DO NOT ASK FOR SHORTER PERIODS. The monthly discount is 38%. Die einzige zus��tzliche Zahlung zu Ihrer Airbnb Buchung ist unsere einmalige Endreinigungsgeb��hr in H��he von 10 ���. Diese k��nnen Sie vor Ort hinterlegen. Anreise mit Hund einmalig 10 ���    (Zahlung vor Ort) Sie k��nnen bei uns flexibel ab 14:30 selber einchecken. Wir schicken Ihnen einen Zahlencode mit dem Sie unsere Schl��sselbox an der Wohnung ��ffnen k��nnen. F��r die Schl��ssel und als Sicherheit f��llt noch eine Kaution in H��he von 50 ��� an.Diese ��berweisen wir sp��testens einen Tag nach Ihrer Abreise wieder zur��ck.', 'You can bring your animals, your cat, your dog etc. the price is 5��� per day. For Energy (Gas, water, electricity) pay separate in the end. In Silvester I rent this house for 5 days.'], 'sum_of_na': 107569, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
37,transit,kaggle_flat_table,12297,,,"{'smaple_values': ['The flat is 1 min walk away from Hallesches Tor Ubahn with the lines U6 (5 min to Sbahn station Friedrichstrasse, Stadtmitte or to Tempelhof) and U1 (2 stops from Kottbusser Tor and 5 stops to Friedrichshain Warschauer Strasse and in the other direction 5 stops to Wittenbergplatz with KaDeWe and Kurfurstendamm shopping area). Bus M41 just in front of the door goes straight to Potsdamer Platz and Hauptbahnhof and in the other direction 10 min to trendy Neuk��lln Hermannplatz.', 'Underground lines 7 and 8 are less than 500 meters from the apartment: U Rathaus Neuk��lln (U7) and U Boddinstra��e (U8).', 'N��he S-Bahn (1 km), U-Bahn (1km), Stra��enbahn (400m).', 'Metro-station is only a few minutes away', 'Different subways and busses within 5 mins walking distance. 30 mins to both airports by subway or taxi! 10- 15 mins to central station.'], 'sum_of_na': 66696, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
38,access,kaggle_flat_table,9838,,,"{'smaple_values': [""Living room area: Cosy couch chill (Website hidden by Airbnb) Dvd recorder.  Couch in the livingroom can be used as a bed.  open kitchen: very well equipped: oven, microwave, induction cooking, dish washer. fruit shaker, water boiler, toaster, tea can, coffee bean grinder, milk frother  Bathroom: washing machine with integrated dryer.  bathtub + rain shower.  Bedroom: cosy double bed.  There's an offfice area with marble table. View on the balcony. Internet, Wlan."", 'bedroom l bathroom with shower, bathtub, double sink l open kitchen with dining corner l living room', 'A bathroom, including shower, bath, toilet, sink and storage.  Is shared by all members Marisa and Uwe are living here Kitchen with stove, sitting area, fridge, kitchen utilities to share Small toilet, is more privat but storage  Hallway and a sitting, table for diner', 'access is allowed to the entire apartment', 'The space includes 1 BD (queen sized bed, sleeps 2), a spacious living room (sofa sleeps 1), an office, bathroom, and kitchen. Completely renovated with central heating, isolated windows, and up-to-date plumbing, the apartment still retains turn-of-the-century charm with hardwood floors, original doors and fixtures, and high ceilings.   Utilities: Wireless Internet  Kitchen ��� fully equipped, electric stove and oven, vent, toaster (no dishwasher) Bathroom ��� washing machine, bathtub, shower, vent Office ��� printer/scanner/copy machine Though most convenient for singles or couples, the sofa and inflatable mattress can accommodate a few more guests.'], 'sum_of_na': 82775, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
39,interaction,kaggle_flat_table,9572,,,"{'smaple_values': [""We are happy to help you at anytime during you're stay (in german and english).. Often we sit in the kitchen together talk, cook and drink. You're more than welcome to join us at any time."", ""Don't worry if there are any questions, me or my roomates will help you out :)"", 'Of course, I keep the guests privacy in high regards, yet i am always approachable if something is needed.', 'You can reach me every time via AirBNB, (SENSITIVE CONTENTS HIDDEN), SMS and of course phone. If I���m sometimes in a meeting... Send me short written reminder, I call you ASAP back.', 'We will not be in Berlin but will be reachable via phone, (Hidden by Airbnb) or email. However one of our friends will be on hand to help if needed.'], 'sum_of_na': 85176, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
40,house_rules,kaggle_flat_table,9104,,,"{'smaple_values': ['no smoking no loud music no illegal downloading of software and music', '- bitte strassenschuhe am Wohnungseingang ausziehen - das haus ist ruhig, eine Seltenheit in der Mitte von Berlin, weil alle Bewohner aufeinander R��cksicht nehmen, bitte verhaltet euch ebenfalls ruhig! - bitte alle Fenster schliessen, bevor ihr aus der Wohnung geht - w��hren des duschens bitte die l��ftung einschalten - nach dem duschen, bitte immer die duschw��nde trocken wischen  - beim l��ngerem aufenthalt bitte die wohnung sauber halten,  w��chentlich staubsaugen und feucht wischen.', 'The following is always appreciated :)  -no shoes indoors -throwing out the garbage before checking out -taking off the sheets Also please no downloads through WiFi.', ""The most important one is not to bother the neighbours. Do not hear loud music or speak loudly/ yell during the night. If something breaks, please, do buy the same object and replace it. If there is a problem with the TV, internet, washing machine, refrigerator, or other equipment please tell us immediately so we can repare it at the moment. Please don't wait until the last day to tell us. Thank you so much! Please don��t smoke inside the apartment. The next guests will be thankful for it! If your arrival is after 22 h there is an extra cost of 25 ���. Thank you again! VERY IMPORTANT is also to take good care of the key. I had often the case that guests lost their key. It is a Master key and it is very dificult and expensive to make a copy. I need each time I make a copy the permission of the house keeper. So I feel obligated to establish a 100 ��� fee, for each lost key. Thank you for your understanding. I am sorry for this."", ""- There are rules how loud you can behave in the courtyard.  Smoking only at the windows.  Further rules are agreed individually in a small contract - For more than 35 people comes a surcharge of about 8 ��� per person. - The volume of the music system is to be reduced from 2am to less than 60db. - Extension from 3 o'clock (chill out) is possible. Would cost 80 euros per hour in addition""], 'sum_of_na': 87941, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
41,neighborhood_overview,kaggle_flat_table,10766,,,"{'smaple_values': ['Mitten im Berliner Trubel und trotzdem ist die Anlage/Wohnung sehr ruhig, da sie in den begr��nten gro��z��gigen H��fen liegt.', 'it is the nicest neighbourhood in Berlin, close to the famous market, Mauerpark that is one of the best thing you can visit on Sundays. also famous clubs like Berghain and Stattbad are within easy reach from our apartment. when weather is good you can get to one of the biggest and most popular parks Volkspark Friedrichshain within 10 minutes walking. our apartment is really at a top location, but also offers a nice quiet atmosphere after a long day out in the city', ""Prenzlauer Berg is one the nicest places in Berlin to live. Boasting a reputation for family friendliness and hipsterism the area is full of nice restaurants, casual to fancy to alternative bars and many interesting shops. It offers a very balanced approach to Berlin: the Charlottenburg residential character, the Friedrichshain bar and restaurant scene, the modern cosmopolitan feeling of Mitte and the alternative craziness of Kreuzberg. All that while maintaining it's very characteristic friendly and easy going vibe.  The Mauerpark, Eberswalderstrasse, the Kulturbrauerei, Sh��nhauser Allee and Senefelderplatz are some of the main attractions within short walking distance. Rosenthaler Platz, the Museum's Island, Alexanderplatz, the Wolkspark am Weinbergsweg, the Berlin Wall Memorial are also within walkable distance.  As a visitor, this is a fantastic starting point to explore and live Berlin and all it has to offer."", 'very friendly easygoing area. near the former berlin wall and galleries. all kind of restaurants just minutes away.... parks (weinbergspark) and recreation right next door', 'The apartment is located in the nice Stephankiez. Great cafes around the corner, a beautiful market hall nearby (you can get really good pizza, pulled pork, burger, Flammkuchen etc. here). There are lot of different supermarkets close to the apartment (Edeka, Lidl, Penny, bakeries and small fruit and vegetable stores).'], 'sum_of_na': 77196, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
42,host_about,kaggle_flat_table,8879,,,"{'smaple_values': ['I work as a Business  development manager and due to my job I am traveling a lot . I love airbnb and used it all over the world .  I love to have guests  and beeing a guest:-)\n\nIf you have any questions just contact me \n\n', 'Hello, \r\nmy name is Patrick and I am living in Berlin. I am a physicist and journalist. Besides building lasers and writing trashy movie reviews, I love to travel and sing karaoke. ', 'Graphic Designer from New Zealand. ', ""I'm Jakob, a writer for Dandy Diary."", 'Absolutely love cooking and can tell you lots about the food and restaurant scene here in Berlin if you would like. I also really like to play tennis and windsurf.\r\nThough I am German, I have lived and worked in the UK, Jordan, India and Saudi Arabia so I have got quite a bit of international experience. In addition to English and German I also speak French, a bit of Spanish and Arabic so communication shouldnt be a problem.'], 'sum_of_na': 79548, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
43,host_since,kaggle_flat_table,2915,,,"{'smaple_values': ['2013-01-11', '2011-04-26', '2017-04-29', '2011-03-12', '2011-11-10'], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
44,DaysPassed_host_since,kaggle_flat_table,2915,1040.0,4772.0,"{'smaple_values': [1900.0, 2842.0, 1878.0, 3904.0, 2010.0], 'sum_of_na': 182, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
45,picture_url,kaggle_flat_table,22465,,,"{'smaple_values': ['https://a0.muscache.com/im/pictures/d5735baa-756d-4947-bfbf-0504ae2be424.jpg?aki_policy=large', 'https://a0.muscache.com/im/pictures/a8efcfe3-5d2c-4df7-8c95-386caadfcdf0.jpg?aki_policy=large', 'https://a0.muscache.com/im/pictures/55086534/a55e4c64_original.jpg?aki_policy=large', 'https://a0.muscache.com/im/pictures/a9473fae-b97a-470a-a952-b7b13ecfa2e2.jpg?aki_policy=large', 'https://a0.muscache.com/im/pictures/4199a1d9-a54c-43d2-a8dc-26ab6646d177.jpg?aki_policy=large'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
46,host_url,kaggle_flat_table,19180,,,"{'smaple_values': ['https://www.airbnb.com/users/show/29393752', 'https://www.airbnb.com/users/show/461177', 'https://www.airbnb.com/users/show/37394021', 'https://www.airbnb.com/users/show/7306670', 'https://www.airbnb.com/users/show/5097927'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
47,host_location,kaggle_flat_table,1037,,,"{'smaple_values': ['SG', 'Bad Belzig, Brandenburg, Germany', 'Coledale, New South Wales, Australia', 'Becerril de la Sierra, Community of Madrid, Spain', 'Regensburg, Bavaria, Germany'], 'sum_of_na': 812, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
48,host_response_time,kaggle_flat_table,5,,,"{'smaple_values': [nan, 'within a few hours', 'within an hour', 'a few days or more', 'within a day'], 'sum_of_na': 90258, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
49,host_response_rate,kaggle_flat_table,65,0.0,1.0,"{'smaple_values': [0.9, 0.0, 0.38, 0.29, 0.98], 'sum_of_na': 90265, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
50,host_is_superhost,kaggle_flat_table,3,,,"{'smaple_values': ['t', 'f', nan], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
51,host_thumbnail_url,kaggle_flat_table,19101,,,"{'smaple_values': ['https://a0.muscache.com/im/pictures/f3625dcf-1675-4450-8d4c-460fd079015c.jpg?aki_policy=profile_small', 'https://a0.muscache.com/im/pictures/b12aca76-dd1c-4ef1-a198-3a46ce308546.jpg?aki_policy=profile_small', 'https://a0.muscache.com/im/pictures/a2af97e8-9fa7-435d-ba76-aea8d8684b7d.jpg?aki_policy=profile_small', 'https://a0.muscache.com/im/users/39996875/profile_pic/1439140994/original.jpg?aki_policy=profile_small', 'https://a0.muscache.com/im/pictures/a6ed2b1a-eb14-4357-85b2-8b89b395a92e.jpg?aki_policy=profile_small'], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
52,host_picture_url,kaggle_flat_table,19101,,,"{'smaple_values': ['https://a0.muscache.com/im/pictures/user/ec566cc3-06e9-4004-975d-6b00226087cc.jpg?aki_policy=profile_x_medium', 'https://a0.muscache.com/im/pictures/89054c61-da91-4d85-a8f4-784b87eb1401.jpg?aki_policy=profile_x_medium', 'https://a0.muscache.com/im/users/1539015/profile_pic/1414005195/original.jpg?aki_policy=profile_x_medium', 'https://a0.muscache.com/im/users/21721626/profile_pic/1413219565/original.jpg?aki_policy=profile_x_medium', 'https://a0.muscache.com/im/pictures/86cd78d5-bdec-426d-bc26-cc91b24dd65e.jpg?aki_policy=profile_x_medium'], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
53,host_neighbourhood,kaggle_flat_table,182,,,"{'smaple_values': ['Rummelsburg', 'Rahnsdorf', 'Moabit', 'Schmargendorf', 'Kaulsdorf'], 'sum_of_na': 35658, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
54,host_total_listings_count,kaggle_flat_table,32,0.0,1676.0,"{'smaple_values': [33.0, 23.0, 8.0, 11.0, 378.0], 'sum_of_na': 182, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
55,host_verifications,kaggle_flat_table,301,,,"{'smaple_values': [""['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']"", ""['email', 'phone', 'reviews', 'work_email']"", 'None', ""['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba', 'work_email']"", ""['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']""], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
56,host_has_profile_pic,kaggle_flat_table,3,,,"{'smaple_values': ['f', 't', nan], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
57,host_identity_verified,kaggle_flat_table,3,,,"{'smaple_values': ['f', 't', nan], 'sum_of_na': 182, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
58,street,kaggle_flat_table,86,,,"{'smaple_values': ['������, Berlin, Germany', 'Berlin, neukoelln, Germany', 'Weissensee, Berlin, Berlin, Germany', 'Berl��n, Berlin, Germany', 'Erkner, Brandenburg, Germany'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
59,neighbourhood_cleansed,kaggle_flat_table,136,,,"{'smaple_values': ['Albrechtstr.', 'Prenzlauer Berg Ost', 'Fennpfuhl', 'Friedrichsfelde Nord', 'Siemensstadt'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
60,neighbourhood_group_cleansed,kaggle_flat_table,12,,,"{'smaple_values': ['Pankow', 'Treptow - K��penick', 'Steglitz - Zehlendorf', 'Reinickendorf', 'Tempelhof - Sch��neberg'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
61,city,kaggle_flat_table,61,,,"{'smaple_values': ['Weissensee', 'Woltersdorf', 'Hoppegarten', 'Berlin-Mitte', 'Berlin-Rudow (Neuk��lln)'], 'sum_of_na': 35, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
62,state,kaggle_flat_table,20,,,"{'smaple_values': [nan, 'Berl��n', 'Deutschland', 'Berlino', 'NDS'], 'sum_of_na': 588, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
63,zipcode,kaggle_flat_table,207,1043.0,16761.0,"{'smaple_values': [3138.0, 12687.0, 10437.0, 13053.0, 12357.0], 'sum_of_na': 4655, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
64,smart_location,kaggle_flat_table,61,,,"{'smaple_values': ['������, Germany', 'Erkner, Germany', 'Woltersdorf, Germany', 'Berlim, Germany', 'K��penick, Germany'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
65,market,kaggle_flat_table,7,,,"{'smaple_values': ['Other (International)', 'New York', 'Zurich', 'Leipzig', 'Berlin'], 'sum_of_na': 441, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
66,country_code,kaggle_flat_table,1,,,"{'smaple_values': ['DE'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
67,country,kaggle_flat_table,1,,,"{'smaple_values': ['Germany'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
68,is_location_exact,kaggle_flat_table,2,,,"{'smaple_values': ['t', 'f'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
69,property_type,kaggle_flat_table,33,,,"{'smaple_values': ['Bungalow', 'Chalet', 'Apartment', 'Aparthotel', 'Camper/RV'], 'sum_of_na': 0, 'is_numeric': False, 'is_string': True, 'is_datetime': False}"
